"Key_site","Level_layer_concentration","TaxUnit","TaxUnit_unique","Timeslice","Long","Lat","Dating_BP","Dating_method","Dating_qual","Site_type","Site_strat","Ass_pos","Ass_coh","Site_fau","Site_excav","Key_references","Outline_AR_TS1","Outline_AR_TS2","Outline_AR_TS3","Outline_AR_TS4","Outline_ES_TS1","Outline_ES_TS2","Outline_ES_TS3","Outline_ES_TS4","Outline_BR_TS1","Outline_BR_TS2","Outline_BR_TS3","Outline_BR_TS4","Macro_region","Macro_region_code","Comments","Site_ID","quality_score","quality_rank"
"Aarup","1/2","Maglemose","Magle_SS",4,14.47,56.05,"12,000-11,000","C14","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","No","After 2000","KarstenNilsson 2006","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","x","Southern Scandinavia","SS","NA","Aarup,Aarup1,Aarup2",6,1
"Noerregaard","VI","Maglemose","Magle_SS",4,9.24,55.47,"12,000-11,000","Typology","Problematic","Openair","Surface","Primary/insitu","Homogeneous","No","After 2000","SoerensenSternke 2004","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","NA","Southern Scandinavia","SS","NA","NorregaardVI",4,2
"Syltholm","VII","Ahrensburgian","Ahr_SS",4,11.39,54.65,"12,000-11,000","C14","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Måge 2019","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","Southern Scandinavia","SS","NA","SyltholmVII",6,1
"Draved",611,"Maglemose","Magle_SS",4,8.98,55.02,"12,000-11,000","C14","Reliable","Openair","Surface","Primary/insitu","Homogeneous","No","1950-1980","Sobotta 1991","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","Southern Scandinavia","SS","NA","Drave611",3,2
"Fensmark","B","Brommean","Brom_SS",3,11.79,55.29,"13,000-12,700","Typology","Reliable","Openair","Surface","Primary/insitu","Homogeneous","No","1950-1980","Fischer 2013","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Southern Scandinavia","SS","NA","FensmarkB",3,2
"Segebro","NA","Brommean","Brom_SS",3,13,56,"13,000-12,700","Typology","Problematic","Openair","Surface","Primary/insitu","Homogeneous","Preseved","1950-1980","Salomonsson 1964","NA","NA","x","NA","NA","NA","x","NA","NA","NA","NA","NA","Southern Scandinavia","SS","NA","Segebro",2,3
"Le Closeau","Locus 4,33,46","Early Azilian","EAzil_NF",12,2.158193,48.869548,"12,5-12,1 BP","C14 (fauna)","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Bodu 1998,Bodu 2000,Bodu and Mevel 2008,Bodu et al. 2006","x","x","NA","NA","x","x","NA","NA","NA","NA","NA","NA","Northern France","NF","NA","LeCloseauLL,LeCloseauLocus4",5,1
"La Fru","level 3-1,3-2","Early Azilian","EAzil_NF",12,5.80425913714544,45.4433931581582,"12,5-11,8 BP","C14 (fauna)","Reliable","Rockshelter","Stratified","Primary/insitu","Mixed","Preseved","1980-2000","Mevel 2013,2017","x","x","x","NA","x","x","x","NA","NA","NA","NA","NA","Northern France","NF","NA","LaFru",4,2
"Le Closeau","Locus 14,20,25,26,34,36","Late Azilian","LAzil_NF",23,2.158193,48.869548,"11,3-10,5 BP","C14 (charcoal)","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Bodu 1998,Mevel and Bodu 2018","NA","x","x","NA","NA","x","x","NA","NA","x","x","NA","Northern France","NF","NA","LeCloseauLL,LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",5,1
"La Fru","level 2-1","Late Azilian","LAzil_NF",23,5.80425913714544,45.4433931581582,"11,4-10,7 BP","C14 (fauna)","Reliable","Rockshelter","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Mevel 2014,2017","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Northern France","NF","NA","LaFru",5,1
"Calleville","single layer","Belloisian","Bell_NF",4,0.780852656281644,49.2045105401912,"undated","no datable remains","NA","Openair","Stratified","Primary/insitu","Homogeneous","No","After 2000","Biard and Hinguant 2011,2014","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","NA","Northern France","NF","NA","Calleville",5,1
"Alizay","single layer","Belloisian","Bell_NF",4,1.16366918862756,49.3158939921655,"9,6 BP","C14 (fauna)","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Bemilli et al. 2014,Biard and Bemilli 2018","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","NA","Northern France","NF","NA","Alizay",6,1
"Les Tarterets 2","single layer","Upper Magdalenian","UMag_NF",1,2.46700755794748,48.6170320840735,"undated","no datable remains","NA","Openair","Stratified","Primary/insitu","Homogeneous","No","1950-1980","Brezillon 1971,Caron-Laviolette et al. 2018","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Northern France","NF","NA","LesTarterets2",3,2
"Abri des Douattes","US 20,26,28","Upper Magdalenian","UMag_NF",1,5.96505326434852,46.0082992101995,"12,8-12,2 BP","C14 (fauna)","Reliable","Rockshelter","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Moulin et al. in press,Pion and Mevel 2005,Affolter 2009","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Northern France","NF","NA","Douattes",6,1
"Etiolles","U5/P15,Q31","Upper Magdalenian","UMag_NF",1,2.46553869365135,48.6331090800784,"13-12 BP","C14 (fauna)","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Pigeot 1987,Olive 1988,Pigeot 2004,Olive et al. 2019,Roblin-Jouve et al. 2016","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Northern France","NF","NA","EtiollesQ31",5,1
"Sun Hole","upper part pleistocene levels, 1951-54, unclear","Creswellian/Late Magdalenian","Cres_GBS",1,-2.764321,51.283486,"15,000-14,000","C14","Reliable","Cave","Stratified","Primary/insitu","Homogeneous","Preseved","1950-1980","Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011","x","NA","NA","NA","NA","NA","NA","NA","x","NA","NA","NA","Britain and Scotland","GBS","Dated on human bone (ulna); pre WWII collections bomb damaged","SunHole",4,2
"Aveline's Hole","outer chamber', northern side, unclear","Creswellian/Late Magdalenian","Cres_GBS",1,-2.753725,51.324858,"15,000-14,000","C14","Reliable","Cave","Stratified","Secondary/relocated","Mixed","Preseved","Before WW2","Jacobi 2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","Creswellian with presence of bipoints, not a clear stratigraphic context; 1914,1919-1931 collection bomb damage","NA",2,3
"King Arthur's Cave","unit 4, grey scree","Creswellian/Late Magdalenian","Cres_GBS",1,-2.660441,51.836529,"15,000-14,000","C14","Reliable","Cave","Stratified","Primary/insitu","Mixed","Preseved","1980-2000","Barton and Roberts 1996,Jacobi and Higham 2009,2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","Material from both early excavations and 1990's excavations. The assemblage is not direclty associated to the dated material. Dated on horse (Equus ferus) and red deer (Cervus elaphus)","NA",4,2
"Gough's (New) Cave, British Museum Excavation 1987-1989","1986 excavation","Creswellian/Late Magdalenian","Cres_GBS",1,-2.765884,51.2819,"15,000-14,000","C14","Reliable","Cave","Stratified","Primary/insitu","Mixed","Preseved","1980-2000","Jacobi and Higham 2009,2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","Not to be confused with Gough's Old Cave. Creswellian with presence of bipoints, not a clear stratigraphic context; dated on human reamins, Mammoth ivory (Mammuthus primagneus), worked antler (Rangifer tarandus), and cut marked horse (Equus ferus)","NA",4,2
"Gough's (New) Cave","low stratigraphic resolution early excavation assemblage","Creswellian/Late Magdalenian","Cres_GBS",1,-2.765884,51.2819,"15,000-14,000","C14","Reliable","Cave","Stratified","Secondary/relocated","Mixed","Preseved","Before WW2","Jacobi and Higham 2009,2011","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Britain and Scotland","GBS","Not to be confused with Gough's Old Cave. Creswellian with presence of bipoints, not a clear stratigraphic context; dated on human remains, horse (Equus ferus) and red deer(Cervus elaphus).","GoughsCave",2,3
"Pixie's Hole Cave","unstratified","Creswellian/Late Magdalenian","Cres_GBS",1,-3.604429,50.596516,"15,000-14,000","C14","Reliable","Cave","Surface","Secondary/relocated","Mixed","Preseved","1980-2000","Collcutt 1986,Barton and Roberts 1996","NA","NA","x","NA","NA","NA","x","NA","NA","NA","x","NA","Britain and Scotland","GBS","The dated bones are not directly associated to the assemblage other than bos near the hearth; early (Cervus elaphus) date is from further within the cave and not associated to the assemblage; the later bovine date (Bos sp.) is closely associated to the hearth with the lithics material CBP below","NA",2,3
"Three Holes Cave","stratified, lower level","Creswellian/Late Magdalenian","Cres_GBS",1,-3.667295,50.49312,"15,000-14,000","C14","Reliable","Cave","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Barton and Roberts 1996","NA","NA","x","NA","x","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","ThreeHolesCave",5,1
"Church Hole Cave","unstratified assemblage","Creswellian/Late Magdalenian","Cres_GBS",1,-1.201818,53.261075,"15,000-14,000","C14","Problematic","Cave","Stratified","Secondary/relocated","Homogeneous","Preseved","1980-2000","Jacobi 2005,Jacobi and Higham 2009,2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",3,2
"Robin Hood Cave, Campbell","unstratified assemblage, relatively uniform assemblage in talus","Creswellian/Late Magdalenian","Cres_GBS",1,-1.184218,53.261729,"15,000-14,000","C14","Reliable","Cave","Stratified","Secondary/relocated","Mixed","Preseved","1950-1980","Jacobi and Higham 2009,2011","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Britain and Scotland","GBS","Dated cut marked Lepus timidus","RobinHoodCave,RobinHoodsCave",2,3
"Mother Grundy’s Parlour","unstratified assemblage, mixed with Mesolithic","Creswellian/Late Magdalenian","Cres_GBS",1,-1.196651,53.262352,"15,000-14,000","C14","Reliable","Cave","Stratified","Secondary/relocated","Mixed","Preseved","Before WW2","Armstrong 1925; Jacobi and Higham 2009,2011","NA","NA","NA","NA","NA","NA","x","NA","NA","NA","NA","NA","Britain and Scotland","GBS","mixed mesolithic and upper palaeolithic assemblage; dated fractured Equus ferus teeth asssociated to the Creswellina, absence of hare (Lepus timidus)","MotherGrundysParlour",2,3
"Kent's Cavern","Black band and cave earth","Creswellian/Late Magdalenian","Cres_GBS",1,-3.501791,50.467148,"15,000-14,000","C14","Reliable","Cave","Stratified","Primary/insitu","Homogeneous","Preseved","Before WW2","Jacobi and Higham 2009,2011","x","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","relatively good stratigraphic reconstruction although an early excavation, emphasis on ""black band"" hearth horizon  (Jacobi and Higham 2009); dating cut marked horse (Equus ferus), bovine (Bos sp.), and domestic dog (Canis sp.)","KentsCavern",4,2
"Wey Manor Farm","uniform open-air site","Creswellian/Late Magdalenian","Cres_GBS",1,-0.477553,51.357732,"15,000-14,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","No","After 2000","Jones et al. 2013","x","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","refitting","WeyManorFarm",5,1
"Bradgate Park Estate","uniform open-air site","Creswellian/Late Magdalenian","Cres_GBS",1,-1.220094,52.686164,"15,000-14,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","No","After 2000","Cooper 2012","x","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","Britain and Scotland","GBS","NA","BradgatePark",5,1
"Hengistbury Head","open-air site, potential palimpsests, refitting groups","Backed Blade/H-type CBP","HFeder_GBS",12,-1.754574,50.714135,"15,000-13,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","No","1980-2000","Barton 1992","x","x","NA","NA","x","x","NA","NA","x","x","NA","NA","Britain and Scotland","GBS","NA","HengistburyHead",4,2
"Nea Farm","uniform open-air site, refitting","Backed Blade/H-type CBP","HFeder_GBS",12,-3.501791,50.467148,"15,000-13,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","No","1980-2000","Barton et al. 2009","x","x","NA","NA","x","x","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NeaFarm",4,2
"Brockhill","ploughed out uniform scatter","Backed Blade/H-type CBP","HFeder_GBS",12,-0.586092,51.328254,"15,000-13,000","Techno-typology","Problematic","Openair","Surface","Secondary/relocated","Homogeneous","No","Before WW2","Barton 1992,Mills 2022","x","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","BrockHill",1,3
"Howburn","sedimentary horizons c1 and c2, southern concentration Trench I and Trench II, block 2","Havelte","Hav_GBS",12,-3.476484,55.679912,"15,000-13,000","Techno-typology","Problematic","Openair","Stratified","Secondary/relocated","Mixed","No","After 2000","Ward et al. 2009,Ballin 2018","x","x","NA","NA","x","x","NA","NA","x","x","NA","NA","Britain and Scotland","GBS","surface finds and excavation, Havelte Hamburgian and Federmesser, some discreet scatters that are Havelte, others mixed and surface.","Howburn",3,2
"Pixie's Hole","stratified","Allerød CBP","AFeder_GBS",3,-3.604429,50.596516,"13,000-12,000","C14","Reliable","Cave","Stratified","Primary/insitu","Mixed","Preseved","1980-2000","Collcutt 1986,Barton and Roberts 1996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","The dated  bovine bone date (Bos sp.) is closely associated to the hearth with the lithics material CBP","PixiesHole",4,2
"Mother Grundy’s Parlour","stone tools from mixed (Mesolithic) contexts","Allerød CBP","AFeder_GBS",3,-1.196651,53.262352,"13,000-12,000","C14","Problematic","Cave","Stratified","Secondary/relocated","Mixed","No","Before WW2","Armstrong 1925,Jacobi 2004,2007,Jacobi and Higham 2011","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","presence of distinctive ""penknife points"" but a general absence of dating directly associated to this lithic assemblage. The dates on fragmented horse teeth from MGP are associated to the Creswellian, but the assemblage is mixed. Possible , one date on charcoal from hearth (Hedges et al. 1996)","MotherGrundysParlour",1,3
"Pin Hole Cave","Cave floor surface collection","Allerød CBP","AFeder_GBS",3,-1.196651,53.262352,"13,000-12,000","c14","Reliable","Cave","Surface","Secondary/relocated","Mixed","Preseved","1950-1980","Armstrong 1924-1936,Jacobi and Higham 2011","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","cut marked bone  (Lepus timidus) and lithics by Leslie Armstrong 1924-1936; , both Creswellian and Penknife CBP","PinHoleCave",1,3
"King Arthur's Cave","unit 3, yellow scree","Allerød CBP","AFeder_GBS",3,-2.660441,51.836529,"13,000-12,000","Techno-typology","Reliable","Cave","Stratified","Primary/insitu","Mixed","Preseved","1980-2000","Barton 1995,1996,Barton and Roberts 1996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",4,2
"Three Holes Cave","stratified, upper level","Allerød CBP","AFeder_GBS",3,-3.667295,50.49312,"13,000-12,000","C14","Reliable","Cave","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Barton and Roberts 1996","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","ThreeHolesCave",5,1
"Kendrick’s Cave","unclear, probably brecchia","Creswellian/Late Magdalenian","Cres_GBS",1,-3.832373,53.32785,"15,000-14,000","C14","Problematic","Cave","Stratified","Primary/insitu","Mixed","Preseved","Before WW2","Sieveking 1971,Richards et al. 2005,Jacobi and Higham 2009,2011,Rees and Nash 2017","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",2,3
"Aveline's Hole","unclear, old excavation","Allerød CBP","AFeder_GBS",3,-2.753725,51.324858,"13,000-12,000","C14","Reliable","Cave","Stratified","Secondary/relocated","Mixed","Preseved","Before WW2","Jacobi 2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","Potentially elements preserved from sediments at the back of the cave during early excavations, but this remains unclear.","NA",2,3
"Seamer K","Clusters 13/14, 3/4 and 6 and smaller scatters 15, 25 and 27","Allerød CBP","AFeder_GBS",3,-0.409258,54.223044,"13,000-12,000","C14","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Conneller 2007","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",5,1
"Broken Cavern","stratified","Allerød CBP","AFeder_GBS",3,-3.668935,50.494398,"13,000-12,000","C14","Reliable","Cave","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Barton and Roberts 1996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",5,1
"Symmonds Yat","stratified, reddish-brown gritty clay","Allerød CBP","AFeder_GBS",3,-2.640125,51.835918,"13,000-12,000","Techno-typology","Reliable","Rockshelter","Stratified","Primary/insitu","Homogeneous","No","1980-2000","Barton 1994,Barton and Roberts 1996","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","SymondsYat",5,1
"Rookery Farm","bioturbated and palimpsest subsoil horizon, refitting","Allerød CBP","AFeder_GBS",3,0.248649,52.187681,"13,000-12,000","Techno-typology","Problematic","Openair","Stratified","Secondary/relocated","Homogeneous","Preseved","After 2000","Conneller et al. 2009","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","RookeryFarm",4,2
"Kilmelfort Cave","unclear stratigraphic context, mostly out of context, salvage operation","Allerød CBP","AFeder_GBS",3,-5.470919,56.257799,"13,000-12,000","Techno-typology","Problematic","Cave","Stratified","Secondary/relocated","Homogeneous","NA","1980-2000","Saville and Ballin 2009,Ballin 2017","NA","NA","x","NA","NA","NA","x","NA","NA","NA","x","NA","Britain and Scotland","GBS","NA","KilmelfortCave",3,2
"Three Ways Warf","Scatters A and C","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.483934,51.55055,"12,000-11,000","C14","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Lewis and Rackham 2011","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","x","Britain and Scotland","GBS","NA","TheeWaysWharf,TheeWaysWharfA,TheeWaysWharfC,ThreeWaysWharfCEast,ThreeWaysWharfCWest",5,1
"Sproughton","in low energy sands and gravels sealed by peat","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,1.101723,52.049575,"12,000-11,000","C14","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1950-1980","Wymer et al. 1975,Barton 1986,1991,Barton and Roberts 2020","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","Sproughton",3,2
"Avington VI","brown clayey loam horizon","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-1.220094,52.686164,"12,000-11,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","1980-2000","Barton and Froom 1986,Froom 2005","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","AvingtonVI",4,2
"Riverdale","surface scatter, unstratified","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,1.098137,51.288597,"12,000-11,000","Techno-typology","Problematic","Openair","Surface","Secondary/relocated","Homogeneous","No","Before WW2","Barton 1986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","refitting","NA",1,3
"Launde","humic subsoil","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.825879,52.630281,"12,000-11,000","Techno-typology","Problematic","Openair","Stratified","Primary/insitu","Homogeneous","No","1980-2000","Cooper 2006","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","NA","Britain and Scotland","GBS","NA","Launde",4,2
"Church Lammas","scatters 1 and 2","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.521716,51.438683,"12,000-11,000","Techno-typology","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Jones et al. 2013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","very few (1 partial microlith) formal tools, but several cores and debitage as well as associated fauna. Although stratified, there is significant bioturbation.","NA",6,1
"Seamer L","NA","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.464825,54.233172,"12,000-11,000","14C","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","No","After 2000","Conneller 2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","refitting","NA",6,1
"Seamer C","Scatters B1, H and K","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.464825,54.233172,"12,000-11,000","14C","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Conneller 2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","refitting","SeamerCarrK",6,1
"Flixton I","NA","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-0.428862,54.213811,"12,000-11,000","14C","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Conneller 2007,Conneller and Higham 2015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","NA","NA",6,1
"Balevullin (Isle of Tiree)","surface find","Long Blade Industries/Epi-Ahrensburgian (FBT)","FBT_GBS",4,-6.906966,56.493236,"12,000-11,000","Typology","Problematic","Openair","Surface","Secondary/relocated","Homogeneous","No","After 2000","Ballin and Saville 2003,Ballin 2017","NA","NA","NA","x","NA","NA","NA","NA","NA","NA","NA","NA","Britain and Scotland","GBS","isolated surface find","TireePoint",3,2
"Star Carr","Detrital wood horizon and central platform","Early Mesolithic","EMeso_GBS",4,-0.42348,54.214287,"11,000-10,000","14C","Reliable","Openair","Stratified","Primary/insitu","Homogeneous","Preseved","After 2000","Reynier 2005,Milner et al. 2018","NA","NA","NA","x","NA","NA","NA","x","NA","NA","NA","x","Britain and Scotland","GBS","redfitting","StarCarr",6,1
